date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:16	6946/6946	---M--	200	added ('OK')	text/html	etag:%221b22-522e36385b4e9%22	http://chuck.cs.princeton.edu/doc/program/otfp.html	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/otfp.html	(from http://chuck.cs.princeton.edu/doc/program/stdlib.html)
17:37:16	15603/15603	---M--	200	added ('OK')	image/jpeg	etag:%223cf3-522e36348ee8f%22	http://chuck.cs.princeton.edu/doc/images/on-the-fly_50dpi.jpg	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/images/on-the-fly_50dpi.jpg	(from http://chuck.cs.princeton.edu/doc/program/index.html)
17:37:16	10273/10273	---M--	200	added ('OK')	text/html	etag:%222821-522e363916f27%22	http://chuck.cs.princeton.edu/doc/program/vm.html	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/vm.html	(from http://chuck.cs.princeton.edu/doc/program/index.html)
17:37:17	5913/5913	---M--	200	added ('OK')	text/html	etag:%221719-522e363923cb9%22	http://chuck.cs.princeton.edu/doc/program/uana.html	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/uana.html	(from http://chuck.cs.princeton.edu/doc/program/index.html)
17:37:17	220/220	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:17%20GMT	http://chuck.cs.princeton.edu/doc/program/headbg.jpg	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/headbg.jpg	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:17	220/220	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:17%20GMT	http://chuck.cs.princeton.edu/doc/program/bullet.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/bullet.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:17	222/222	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:17%20GMT	http://chuck.cs.princeton.edu/doc/program/external.png	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/external.png	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:18	223/223	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:18%20GMT	http://chuck.cs.princeton.edu/doc/program/lock_icon.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/lock_icon.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:18	22678/22678	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	http://www.google-analytics.com/urchin.js	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/www.google-analytics.com/urchin.js	(from http://chuck.cs.princeton.edu/doc/program/index.html)
17:37:18	223/223	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:18%20GMT	http://chuck.cs.princeton.edu/doc/program/mail_icon.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/mail_icon.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:18	223/223	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:18%20GMT	http://chuck.cs.princeton.edu/doc/program/news_icon.png	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/news_icon.png	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:18	223/223	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:18%20GMT	http://chuck.cs.princeton.edu/doc/program/file_icon.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/file_icon.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:19	233/233	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:19%20GMT	http://chuck.cs.princeton.edu/doc/program/discussionitem_icon.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/discussionitem_icon.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:19	218/218	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:19%20GMT	http://chuck.cs.princeton.edu/doc/program/user.gif	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/user.gif	(from http://chuck.cs.princeton.edu/doc/program/wiki.css)
17:37:19	223/223	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Sep%202018%2021:37:19%20GMT	http://chuck.cs.princeton.edu/doc/program/IE60Fixes.css	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/IE60Fixes.css	(from http://chuck.cs.princeton.edu/doc/program/iefixes.css)
17:37:20	15863/15863	---M--	200	added ('OK')	text/html	etag:%223df7-522e36381a299%22	http://chuck.cs.princeton.edu/doc/program/uana_full.html	C:/Users/Calvin/Documents/Chuck-Scripts/Reference/website/Chuck%20reference/chuck.cs.princeton.edu/doc/program/uana_full.html	(from http://chuck.cs.princeton.edu/doc/program/uana.html)
